Sno,"Cheque no","Issue Authority","DDO Code","Head of Account","Issue Date","Amount (in Rs)",Purpose,"Party Name"
1,015824,"FISHERMEN COOP SOCIETIES FEDERATIONS LTD - AP, MANAGING DIRECTOR",27020204001,8449001200060000000NVN,20-06-2015,"1,71,60,000","release of funds to two/three/four wheeler s for fish marketing and construction of fish markets under RKVY Scheme","ApState Fishermen Cooperative Societies Federation ltd"
