Sno,"Cheque no","Issue Authority","DDO Code","Head of Account","Issue Date","Amount (in Rs)",Purpose,"Party Name"
1,012680,"Society for Elimination of Rural Poverty(SERP) - AP, C.E.O",27022207001,8448001200029000000NVN,25-06-2015,"8,16,88,000","Salaries for the month of June 2015",CEOAPSERP-nodal
