Sno,Account Name,DDO Code,HOA,Amount
1,JDA Prakasam,7010102001,8449-120-30,1980750
2,JDA SPS Nellore,8010102002,8449-120-30,1980750
3,JDA Kurnool,9010102001,8449-120-30,2028250
4,JDA Ananthpur,10010102007,8449-120-30,1980750
