Sno,Account Name,DDO Code,HOA,Amount
1,JDA Srikakulam,0101-0102-004,8449-120-30 NVN,1980750
2,JDA Vizianagarm,2201-0102-005,8449-120-30 NVN,2033000
2,JDA Visakapatnam,0201-0102-002,8449-120-30 NVN,1990250
3,JDA East Godavari,0301-0102-004,8449-120-30 NVN,1980750
4,JDA Guntur,0601-0102-002,8449-120-30 NVN,1425000
