Sno,Starting Leaf,Ending Leaf
1,2001,2025
2,2026,2050
3,2051,2075
4,2076,2100
5,2101,2125
6,2126,2150
7,2151,2175
8,2176,2200
9,2201,2225
10,2226,2250
11,2251,2275
12,2276,2300
13,2301,2325
14,2326,2350
15,2351,2375
16,2376,2400
17,2401,2425
18,2426,2450
19,2451,2475
20,2476,2500
21,2501,2525
22,2526,2550
23,2551,2575
24,2576,2600
25,2601,2625
26,2626,2650
27,2651,2675
28,2676,2700
29,2701,2725
30,2726,2750
31,2751,2775
32,2776,2800
33,2801,2825
34,2826,2850
35,2851,2875
36,2876,2900
37,2901,2925
38,2926,2950
39,2951,2975
40,2976,3000
