Sno,Starting Leaf,Ending Leaf
1,7501,7525
2,7526,7550
3,7551,7575
4,7576,7600
5,7601,7625
6,7626,7650
7,7651,7675
8,7676,7700
9,7701,7725
10,7726,7750
11,7751,7775
12,7776,7800
13,7801,7825
14,7826,7850
15,7851,7875
16,7876,7900
17,7901,7925
18,7926,7950
19,7951,7975
20,7976,8000
21,8001,8025
22,8026,8050
23,8051,8075
24,8076,8100
25,8101,8125
26,8126,8150
27,8151,8175
28,8176,8200
29,8201,8225
30,8226,8250
31,8251,8275
32,8276,8300
33,8301,8325
34,8326,8350
35,8351,8375
36,8376,8400
37,8401,8425
38,8426,8450
39,8451,8475
40,8476,8500
41,8501,8525
42,8526,8550
43,8551,8575
44,8576,8600
45,8601,8625
46,8626,8650
47,8651,8675
48,8676,8700
49,8701,8725
50,8726,8750
51,8751,8775
52,8776,8800
53,8801,8825
54,8826,8850
55,8851,8875
56,8876,8900
57,8901,8925
58,8926,8950
59,8951,8975
60,8976,9000
61,9001,9025
62,9026,9050
63,9051,9075
64,9076,9100
65,9101,9125
66,9126,9150
67,9151,9175
68,9176,9200
69,9201,9225
70,9226,9250
71,9251,9275
72,9276,9300
73,9301,9325
74,9326,9350
75,9351,9375
76,9376,9400
77,9401,9425
78,9426,9450
79,9451,9475
80,9476,9500
81,9501,9525
82,9526,9550
83,9551,9575
84,9576,9600
85,9601,9625
86,9626,9650
87,9651,9675
88,9676,9700
89,9701,9725
90,9726,9750
91,9751,9775
92,9776,9800
93,9801,9825
94,9826,9850
95,9851,9875
96,9876,9900
97,9901,9925
98,9926,9950
99,9951,9975
100,9976,10000
101,10001,10025
102,10026,10050
103,10051,10075
104,10076,10100
105,10101,10125
106,10126,10150
107,10151,10175
108,10176,10200
109,10201,10225
110,10226,10250
111,10251,10275
112,10276,10300
113,10301,10325
114,10326,10350
115,10351,10375
116,10376,10400
117,10401,10425
118,10426,10450
119,10451,10475
120,10476,10500
121,10501,10525
122,10526,10550
123,10551,10575
124,10576,10600
125,10601,10625
126,10626,10650
127,10651,10675
128,10676,10700
129,10701,10725
130,10726,10750
131,10751,10775
132,10776,10800
133,10801,10825
134,10826,10850
135,10851,10875
136,10876,10900
137,10901,10925
138,10926,10950
139,10951,10975
140,10976,11000
141,11001,11025
142,11026,11050
143,11051,11075
144,11076,11100
145,11101,11125
146,11126,11150
147,11151,11175
148,11176,11200
149,11201,11225
150,11226,11250
151,11251,11275
152,11276,11300
153,11301,11325
154,11326,11350
155,11351,11375
156,11376,11400
157,11401,11425
158,11426,11450
159,11451,11475
160,11476,11500
