Sno,Starting Leaf,Ending Leaf
1,1926,1950
2,1951,1975
3,1976,2000
4,2001,2025
5,2026,2050
6,2051,2075
7,2076,2100
8,2101,2125
9,2126,2150
10,2151,2175
11,2176,2200
12,2201,2225
13,2226,2250
14,2251,2275
15,2276,2300
16,2301,2325
17,2326,2350
18,2351,2375
19,2376,2400
20,2401,2425
21,2426,2450
22,2451,2475
23,2476,2500
24,2501,2525
25,2526,2550
26,2551,2575
27,2576,2600
28,2601,2625
29,2626,2650
30,2651,2675
31,2676,2700
32,2701,2725
33,2726,2750
34,2751,2775
35,2776,2800
36,2801,2825
37,2826,2850
38,2851,2875
39,2876,2900
40,2901,2925
41,2926,2950
42,2951,2975
43,2976,3000
44,3001,3025
45,3026,3050
46,3051,3075
47,3076,3100
48,3101,3125
49,3126,3150
50,3151,3175
51,3176,3200
52,3201,3225
53,3226,3250
54,3251,3275
55,3276,3300
56,3301,3325
57,3326,3350
58,3351,3375
59,3376,3400
60,3401,3425
61,3426,3450
62,3451,3475
63,3476,3500
64,3501,3525
65,3526,3550
66,3551,3575
67,3576,3600
68,3601,3625
69,3626,3650
70,3651,3675
71,3676,3700
72,3701,3725
73,3726,3750
74,3901,3950
75,3951,4000
76,4001,4050
77,4051,4100
78,4101,4150
79,4150,4200
80,4201,4250
81,4251,4300
82,4301,4400
83,4401,4500
84,4601,4700
85,4701,4800
86,4801,4900
87,4901,5000
88,5001,5100
89,5101,5200
90,5201,5250
