Sno,Account Name,DDO Code,HOA,Amount
1,JDA Vizianagarm,2201-0102-005,8449-120-30,1728000
2,JDA Visakhapatnam,0201-0102-002,8449-120-30,5015000
3,JDA West Godavari,0401-0102-006,8449-120-30,10800000
4,JDA SPS Nellore,0801-0102-002,8449-120-30,8640000
5,JDA Kurnool,0901-0102-001,8449-120-30,200000
6,JDA Chittor,1101-0102-002,8449-120-30,3000000
