Sno,Account Name,DDO Code,HOA,Amount
1,30676671411,22010313001,8448-120-03,37875
2,11615581112,22010313001,8448-120-03,48148
3,31861249876,22010313001,8448-120-03,51427
4,11615584168,22010313001,8448-120-03,51366
5,11614561345,22010313001,8448-120-03,39064
6,30661757409,22010313001,8448-120-03,28018
7,30663115404,22010313001,8448-120-03,58664
8,32576163199,22010313001,8448-120-03,21039
9,32358007988,22010313001,8448-120-03,40571
10,32426065967,22010313001,8448-120-03,52919
11,11356720364,22010313001,8448-120-03,27915
12,32435685992,22010313001,8448-120-03,47833
13,32431330226,22010313001,8448-120-03,20930
14,32499737811,22010313001,8448-120-03,102048
15,30814568828,22010313001,8448-120-03,"34,552"
16,32461845899,22010313001,8448-120-03,35611
17,30892807004,22010313001,8448-120-03,73030
18,11635834693,22010313001,8448-120-03,24649
19,32462024122,22010313001,8448-120-03,23390
20,32504975842,22010313001,8448-120-03,30387
21,32794791862,22010313001,8448-120-03,89526
22,31625486295,22010313001,8448-120-03,51133
23,30269839821,22010313001,8448-120-03,39278
24,32301627705,22010313001,8448-120-03,36872
25,10540833953,22010313001,8448-120-03,25665
26,10540815436,22010313001,8448-120-03,34275
27,32305223742,22010313001,8448-120-03,22690
28,3017160378-2,22010313001,8448-120-03,21899
29,32475058861,22010313001,8448-120-03,33975
30,11307424909,22010313001,8448-120-03,23061
31,32671929995,22010313001,8448-120-03,14309
