Sno,Starting Leaf,Ending Leaf
1,676,700
2,701,725
3,726,750
4,751,775
5,776,800
6,801,825
7,826,850
8,851,875
9,876,900
10,901,925
11,926,950
12,951,975
13,976,1000
14,1001,1025
15,1026,1050
16,1051,1075
17,1076,1100
18,1101,1125
19,1126,1150
20,1151,1175
21,1176,1200
22,1201,1225
23,1226,1250
24,1251,1275
25,1276,1300
26,1301,1325
27,1326,1350
28,1351,1375
29,1376,1400
30,1401,1425
31,1426,1450
32,1451,1475
33,1476,1500
34,1501,1525
35,1526,1550
36,1551,1575
37,1576,1600
38,1601,1625
39,1626,1650
40,1651,1675
41,1676,1700
42,1701,1725
43,1726,1750
44,1751,1775
45,1776,1800
46,1801,1825
47,1826,1850
48,1851,1875
49,1876,1900
50,1901,1925
51,1926,1950
52,1951,1975
53,1976,2000
54,2001,2025
55,2026,2050
56,2051,2075
57,2076,2100
58,2101,2125
59,2126,2150
60,2151,2175
61,2176,2200
62,2201,2225
63,2226,2250
64,2251,2275
65,2276,2300
66,2301,2325
67,2326,2350
68,2351,2375
69,2376,2400
70,2401,2425
71,2426,2450
72,2451,2475
73,2476,2500
74,2501,2550
75,2551,2600
76,2601,2650
77,2651,2700
78,2701,2750
79,2751,2800
80,2801,2850
81,2851,2900
82,2901,2950
83,2951,3000
84,3001,3050
85,3051,3100
86,3101,3150
87,3151,3200
88,3201,3250
89,3251,3300
90,3301,3350
91,3351,3400
92,3401,3450
93,3451,3500
94,3501,3600
95,3601,3700
96,3701,3800
97,3801,3900
98,3901,4000
99,4001,4100
100,4101,4200
101,4201,4300
102,4301,4400
103,4401,4500
