Sno,"Account Name","DDO Code",HOA,Amount
01,"MPDO Tallarevu",03052202130,8448001200022000000,125000
02,"MPDO Karapa",03052202126,8448001200022000000,155000
03,"MPDO Kakinada Rural",03052202123,8448001200022000000,130000
04,"MPDO Samalkota",03082202003,8448001200022000000,130000
05,"MPDO Pedapudi",03052202125,8448001200022000000,130000
06,"MPDO Pithapuram",03092202033,8448001200022000000,160000
07,"MPDO Gollaprolu",03092202040,8448001200022000000,90000
08,"MPDO U.Kothapalli",03092202050,8448001200022000000,125000
09,"MPDO Prathipadu",03102202077,8448001200022000000,140000
10,"MPDO Yeleswaram",03102202078,8448001200022000000,100000
11,"MPDO Sankhavaram",03102202079,8448001200022000000,100000
12,"MPDO Rowthalapudi",03102202081,8448001200022000000,140000
13,"MPDO Peddapuram",03082202004,8448001200022000000,155000
14,"MPDO Kirlampudi",03102202076,8448001200022000000,135000
15,"MPDO Jaggampeta",03182202053,8448001200022000000,120000
16,"MPDO Gandepalli",03182202037,8448001200022000000,130000
17,"MPDO Rangampeta",03182202019,8448001200022000000,120000
18,"MPDO Tuni",03172202061,8448001200022000000,135000
19,"MPDO Thondangi",03172202062,8448001200022000000,135000
20,"MPDO Kotananduru",03172202063,8448001200022000000,120000
21,"MPDO Addateegala",03022202021,8448001200022000000,150000
22,"MPDO Rajavomangi",03022202026,8448001200022000000,135000
23,"MPDO Y.Ramavaram",03022202020,8448001200022000000,125000
24,"MPDO Gangavaram",03022202022,8448001200022000000,125000
25,"MPDO Rampachodavaram",03142202016,8448001200022000000,135000
26,"MPDO Devipatnam",03142202048,8448001200022000000,110000
27,"MPDO Maredumilli",03142202017,8448001200022000000,100000
28,"MPDO Rajahmundry Rural",03122202106,8448001200022000000,90000
29,"MPDO Rajanagaram",03122202105,8448001200022000000,165000
30,"MPDO Kadiam",03122202104,8448001200022000000,95000
31,"MPDO Korukonda",03192202048,8448001200022000000,140000
32,"MPDO Gokavaram",03192202050,8448001200022000000,110000
33,"MPDO Sitanagaram",03192202049,8448001200022000000,125000
34,"MPDO Alamuru",03032202021,8448001200022000000,130000
35,"MPDO Kajuluru",03052202083,8448001200022000000,170000
36,"MPDO Rayavaram",03152202027,8448001200022000000,100000
37,"MPDO Biccavole",03202202002,8448001200022000000,105000
38,"MPDO Anaparthi",03202202001,8448001200022000000,95000
39,"MPDO Ramachandrapuram",03132202001,8448001200022000000,165000
40,"MPDO Pamarru",03132202027,8448001200022000000,170000
41,"MPDO Mandapeta",03032202020,8448001200022000000,100000
42,"MPDO Kapileswarapuram",03032202019,8448001200022000000,135000
43,"MPDO Sakhinetipalli",03162202028,8448001200022000000,120000
44,"MPDO Malikipuram",03162202039,8448001200022000000,140000
45,"MPDO Razole",03162202059,8448001200022000000,120000
46,"MPDO Mamidikuduru",03162202063,8448001200022000000,130000
47,"MPDO P Gannavaram",03062202023,8448001200022000000,140000
48,"MPDO Ravulapalem",03062202024,8448001200022000000,100000
49,"MPDO Atreyapuram",03062202047,8448001200022000000,125000
50,"MPDO Kothapeta",03062202022,8448001200022000000,90000
51,"MPDO Ambajipeta",03042202002,8448001200022000000,120000
52,"MPDO Amalapuram",03042202099,8448001200022000000,150000
53,"MPDO Allavaram",03042202003,8448001200022000000,145000
54,"MPDO Uppalaguptam",03042202004,8448001200022000000,125000
55,"MPDO Ainavilli",03042202001,8448001200022000000,145000
56,"MPDO Mummidivaram",03072202047,8448001200022000000,120000
57,"MPDO Katrenikona",03072202008,8448001200022000000,120000
58,"MPDO I Polavaram",03072202060,8448001200022000000,110000
59,"Kakinada Corporation",03011802001,8448001200022000000,285000
60,"Samalkota Municipality",03081802002,8448001200022000000,185000
61,"Pithapuram Municipality",03091802001,8448001200022000000,185000
62,"Ramachandrapuram Municipality",03131802001,8448001200022000000,170000
63,"Mandapeta Municipality",03031802001,8448001200022000000,180000
64,"Rajahmundry Corporation",03121802001,8448001200022000000,285000
65,"Peddapuram Municipality",03081802001,8448001200022000000,175000
66,"Tuni Municipality",03171802001,8448001200022000000,185000
67,"Amalapuram Municipality",03041802001,8448001200022000000,185000
68,"Mummidivaram Nagar Panchayat",03071802001,8448001200022000000,135000
69,"Yeleswaram Nagar Panchayat",03101802001,8448001200022000000,135000
70,"Gollaprolu Nagar Panchayat",03091802002,8448001200022000000,135000
