Sno,Starting Leaf,Ending Leaf
1,6251,6300
2,6301,6350
3,6351,6400
4,6401,6450
5,6451,6500
6,6501,6550
7,6551,6600
8,6601,6650
9,6651,6700
10,6701,6750
11,6751,6800
12,6801,6850
13,6851,6900
14,6901,6950
15,6951,7000
16,7001,7050
17,7051,7100
18,7101,7150
19,7151,7200
20,7201,7250
21,7251,7300
22,7301,7350
23,7351,7400
24,7401,7450
25,7451,7500
26,7501,7550
27,7551,7600
28,7601,7650
29,7651,7700
30,7701,7750
31,7751,7800
32,7801,7850
33,7851,7900
34,7901,7950
35,7951,8000
36,8001,8050
37,8051,8100
38,8101,8150
39,8151,8200
40,8201,8250
41,8251,8300
42,8301,8350
43,8351,8400
44,8401,8450
45,8451,8500
46,8501,8550
47,8551,8600
48,8601,8650
49,8651,8700
50,8701,8750
