Sno,Starting Leaf,Ending Leaf
1,5126,5150
2,5151,5175
3,5176,5200
4,5201,5225
5,5226,5250
6,5251,5275
7,5276,5300
8,5301,5325
9,5326,5350
10,5351,5375
11,5776,5800
12,5801,5825
13,5826,5850
14,5851,5875
15,5876,5900
16,5901,5925
17,5926,5950
18,5951,5975
19,5976,6000
20,6001,6025
21,6026,6050
22,6051,6075
23,6076,6100
24,6101,6125
25,6126,6150
26,6151,6175
27,6176,6200
28,6226,6250
29,6251,6275
30,6276,6300
31,6301,6325
32,6326,6350
33,6351,6375
34,6376,6400
35,6401,6425
36,6426,6450
37,6451,6475
38,6476,6500
39,6501,6525
40,6526,6550
41,6551,6575
42,6576,6600
43,6601,6625
44,6626,6650
45,6651,6675
46,6676,6700
47,6701,6725
48,6726,6750
49,6751,6775
50,6776,6800
51,6801,6825
52,6826,6850
53,6851,6875
54,6876,6900
55,6901,6925
56,6926,6950
57,6951,6975
58,6976,7000
59,7001,7025
60,7026,7050
61,7051,7075
62,7076,7100
63,7101,7125
64,7126,7150
65,7151,7175
66,7176,7200
67,7201,7225
68,7226,7250
69,7251,7275
70,7276,7300
71,7301,7325
72,7326,7350
73,7351,7375
74,7376,7400
75,7401,7425
76,7426,7450
77,7451,7475
78,7476,7500
79,7501,7525
80,7526,7550
81,7551,7575
82,7576,7600
83,7601,7625
84,7626,7650
85,7651,7675
86,7676,7700
87,7701,7725
88,7726,7750
89,7751,7775
90,7776,7800
91,7801,7825
92,7826,7850
93,7851,7875
94,7876,7900
95,7901,7925
96,7926,7950
97,7951,7975
98,7976,8000
99,8001,8025
100,8026,8050
101,8051,8075
102,8076,8100
103,8101,8125
104,8126,8150
105,8151,8175
106,8176,8200
107,8201,8225
108,8226,8250
109,8251,8275
110,8276,8300
111,8751,8775
112,1076,1100
113,1101,1125
114,1126,1150
115,1151,1175
116,1176,1200
117,1201,1225
118,1226,1250
119,1251,1275
120,1276,1300
121,1301,1325
122,1326,1350
123,1351,1375
124,1376,1400
125,1401,1425
126,1426,1450
127,1451,1475
128,1476,1500
129,1501,1525
130,1526,1550
131,1551,1575
132,1576,1600
133,1601,1625
134,1626,1650
135,1651,1675
136,1676,1700
137,1701,1725
138,1726,1750
139,1751,1775
140,1776,1800
141,1801,1825
142,1826,1850
143,1851,1875
144,1876,1900
145,1901,1925
146,1926,1950
147,1951,1975
148,1976,2000
149,2001,2025
150,2026,2050
151,2051,2075
152,2076,2100
153,2101,2125
154,2126,2150
155,2151,2175
156,2176,2200
157,2201,2225
158,2226,2250
159,2251,2275
160,2276,2300
161,2301,2325
162,2326,2350
163,2351,2375
164,2376,2400
165,2401,2425
166,2426,2450
167,2451,2475
168,2476,2500
169,2501,2525
170,2526,2550
171,2551,2575
172,2576,2600
173,2601,2625
174,2626,2650
175,2651,2675
176,2676,2700
177,2701,2725
178,2726,2750
179,2751,2775
180,2776,2800
181,2801,2825
182,2826,2850
183,2851,2875
184,2876,2900
185,2901,2925
186,2926,2950
187,2951,2975
188,2976,3000
189,3001,3025
190,3026,3050
191,3051,3075
192,3076,3100
193,3101,3125
194,3126,3150
195,3151,3175
196,3176,3200
197,3201,3225
198,3226,3250
199,3251,3275
200,3276,3300
201,3301,3325
202,3326,3350
203,3351,3375
204,3376,3400
205,3401,3425
206,3426,3450
207,3451,3475
208,3476,3500
209,3501,3525
210,3526,3550
211,3551,3575
212,3576,3600
213,3601,3625
214,3626,3650
215,3651,3675
216,3676,3700
217,3701,3725
218,3726,3750
219,3751,3800
220,3801,3850
221,3851,3900
222,3901,3950
223,3951,4000
224,4001,4050
225,4051,4100
226,4101,4150
227,4151,4200
228,4201,4250
229,4251,4300
230,4301,4350
231,4351,4400
232,4401,4450
233,4451,4500
234,4551,4600
235,4601,4650
236,4651,4700
237,4701,4750
238,4751,4800
239,4801,4850
240,4851,4900
241,4901,4950
242,4951,5000
243,5001,5050
244,5051,5100
245,5101,5150
246,5151,5200
247,5201,5250
248,5251,5300
249,5301,5350
250,5351,5400
251,5401,5450
252,5451,5500
253,5501,5550
254,5551,5600
255,5601,5650
256,5651,5700
257,5701,5750
258,5751,5800
259,5801,5850
260,5851,5900
261,5901,5950
262,5951,6000
263,6001,6050
264,6051,6100
265,6101,6150
266,6151,6200
267,6201,6250
268,8451,8500
269,8501,8550
270,8551,8600
271,8601,8650
272,8651,8700
273,8701,8750
