Sno,Starting Leaf,Ending Leaf
1,007051,007100
2,002701,002750
3,002751,002800
4,002801,002850
5,002851,002900
6,002901,002950
7,002951,003000
8,007551,007575
9,006751,006775
10,006776,006800
11,006801,006825
12,006826,006850
13,006851,006875
14,006876,006900
15,006901,006925
16,006926,006950
17,006951,006975
18,006976,007000
19,007001,007025
20,007026,007050
21,001426,001450
22,001451,001475
23,001476,001500
24,001501,001525
25,001526,001550
26,001551,001575
27,001576,001600
28,001601,001625
29,001626,001650
30,001651,001675
31,001676,001700
32,001701,001725
33,001726,001750
34,001751,001775
35,001776,001800
36,001801,001825
37,001826,001850
38,001851,001875
39,001876,001900
40,001901,001925
41,001926,001950
42,001951,001975
43,001976,002000
44,002001,002025
45,002026,002050
46,002051,002075
47,002076,002100
48,002101,002125
49,002126,002150
50,002151,002175
51,002176,002200
52,002201,002225
53,002226,002250
54,002251,002275
55,002276,002300
56,002301,002325
57,002326,002350
58,002351,002375
59,002376,002400
60,002401,002425
61,002426,002450
62,002451,002475
63,002476,002500
