Sno,Account Name,DDO Code,HOA,Amount
1,JDA Srikakulam,0101-0102-004,8449-120-30,3200000
2,JDA Vizianagarm,2201-0102-005,8449-120-30,2800000
3,Jda Visakhapatnam,0201-0102-002,8449-120-30,3700000
