Sno,Starting Leaf,Ending Leaf
1,3351,3375
2,3376,3400
3,3401,3425
4,3426,3450
5,3451,3475
6,3476,3500
7,3501,3525
8,3526,3550
9,3551,3575
10,3576,3600
11,3601,3625
12,3626,3650
13,3651,3675
14,3676,3700
15,3701,3725
16,3726,3750
17,3751,3775
18,3776,3800
19,3801,3825
20,3826,3850
21,3851,3875
22,3876,3900
23,3901,3925
24,3926,3950
25,3951,3975
26,3976,4000
27,4001,4025
28,4026,4050
29,4051,4075
30,4076,4100
31,4101,4125
32,4126,4150
33,4151,4175
34,4176,4200
35,4201,4225
36,4226,4250
37,4251,4275
38,4276,4300
39,4301,4325
40,4326,4350
41,4351,4375
42,4376,4400
43,4401,4425
44,4426,4450
45,4451,4475
46,4476,4500
47,4501,4525
48,4526,4550
49,4551,4575
50,4576,4600
51,4601,4625
52,4626,4650
53,4651,4675
54,4676,4700
55,4701,4725
56,4726,4750
57,4751,4775
58,4776,4800
59,4801,4825
60,4826,4850
61,4851,4875
62,4876,4900
63,4901,4925
64,4926,4950
65,4951,4975
66,4976,5000
67,5001,5025
68,5026,5050
69,5051,5075
70,5076,5100
71,5101,5125
72,5126,5150
73,5151,5175
74,5176,5200
75,5201,5225
76,5226,5250
77,5251,5275
78,5276,5300
79,5301,5325
80,5326,5350
81,5351,5375
82,5376,5400
83,5401,5425
84,5426,5450
85,5451,5475
86,5476,5500
87,5501,5525
88,5526,5550
89,5551,5575
90,5576,5600
91,5601,5625
92,5626,5650
93,5651,5675
94,5676,5700
95,5701,5725
96,5726,5750
97,5951,6000
