Sno,Starting Leaf,Ending Leaf
MICR1,6651,6700
MICR2,6701,6750
MICR3,6751,6800
MICR4,6801,6850
MICR5,6851,6900
MICR6,6901,6950
MICR7,6951,7000
MICR8,7001,7050
MICR9,7051,7100
CT10,7501,7550
CT11,7551,7600
CT12,7601,7650
CT13,7651,7700
CT14,7701,7750
CT15,7751,7800
CT16,7801,7850
CT17,7851,7900
CT18,7901,7950
CT19,7951,8000
CT20,8001,8050
CT21,8051,8100
CT22,8101,8150
CT23,8151,8200
CT24,8201,8250
CT25,8251,8300
CT26,8301,8350
CT27,8351,8400
CT28,8401,8450
CT29,8451,8500
CT30,8501,8550
CT31,8551,8600
CT32,8601,8650
CT33,8651,8700
CT34,8701,8750
CT35,8751,8800
CT36,8801,8850
CT37,8851,8900
CT38,8901,8950
CT39,8951,9000
CT40,9001,9050
CT41,9051,9100
CT42,9101,9150
CT43,9151,9200
CT44,9201,9250
CT45,9251,9300
CT46,9301,9350
CT47,9351,9400
CT48,9401,9450
CT49,9451,9500
CT50,9501,9550
CT51,9551,9600
CT52,9601,9650
CT53,9651,9700
CT54,9701,9750
CT55,9751,9800
CT56,9801,9850
CT57,9851,9900
CT58,9901,9950
CT59,9951,10000
