Sno,Starting Leaf,Ending Leaf
1,3551,3575
2,3576,3600
3,3601,3625
4,3626,3650
5,3651,3675
6,3676,3700
7,3701,3725
8,3726,3750
9,3751,3775
10,3776,3800
11,3801,3825
12,3826,3850
13,3851,3875
14,3876,3900
15,3901,3925
16,3926,3950
17,3951,3975
18,3976,4000
19,4001,4025
20,4026,4050
21,4051,4075
22,4076,4100
23,4101,4125
24,4126,4150
25,4151,4175
26,4176,4200
27,4201,4225
28,4226,4250
29,4251,4275
30,4276,4300
31,4301,4325
32,4326,4350
33,4351,4375
34,4376,4400
35,4401,4425
36,4426,4450
37,4451,4475
38,4476,4500
39,4501,4525
40,4526,4550
41,4551,4575
42,4576,4600
43,4601,4625
44,4626,4650
45,4651,4675
46,4676,4700
47,4701,4725
48,4726,4750
49,4751,4775
50,4776,4800
51,4801,4825
52,4826,4850
53,4851,4875
54,4876,4900
55,4901,4925
56,4926,4950
57,4951,4975
58,4976,5000
59,5001,5025
60,5026,5050
61,5051,5075
62,5076,5100
63,5101,5125
64,5126,5150
65,5151,5175
66,5176,5200
67,5201,5225
68,5226,5250
69,5251,5275
70,5276,5300
71,5301,5325
72,5326,5350
73,5351,5375
74,5376,5400
75,5401,5425
76,5426,5450
77,5451,5475
78,5476,5500
79,5501,5525
80,5526,5550
81,5551,5575
82,5576,5600
83,5601,5625
84,5626,5650
85,5651,5675
86,5676,5700
87,5701,5725
88,5726,5750
89,5751,5775
90,5776,5800
91,5801,5825
92,5826,5850
93,5851,5875
94,5876,5900
95,5901,5925
96,5926,5950
97,5951,5975
98,5976,6000
99,6001,6025
100,6026,6050
101,6051,6075
102,6076,6100
103,6101,6125
104,6126,6150
105,6151,6175
106,6176,6200
107,6201,6225
108,6226,6250
109,6251,6275
110,6276,6300
111,6301,6325
112,6326,6350
113,6351,6375
114,6376,6400
115,6401,6425
116,6426,6450
117,6451,6475
118,6476,6500
119,6501,6525
120,6526,6550
121,6551,6575
122,6576,6600
123,6601,6625
124,6626,6650
125,6651,6675
126,6676,6700
127,6701,6725
128,6726,6750
129,1,25
130,26,50
131,51,75
132,76,100
133,101,125
134,126,150
135,151,175
136,176,200
137,201,225
138,226,250
139,251,275
140,276,300
141,301,325
142,326,350
143,351,375
144,376,400
145,401,425
146,426,450
147,451,475
148,476,500
149,501,525
150,526,550
151,551,575
152,576,600
153,601,625
154,626,650
155,651,675
156,676,700
157,701,725
158,726,750
159,751,775
160,776,800
161,801,825
162,826,850
163,851,875
164,876,900
165,901,925
166,926,950
167,951,975
168,976,1000
169,1001,1025
170,1026,1050
171,1051,1075
172,1076,1100
173,1101,1125
174,1126,1150
175,1151,1175
176,1176,1200
177,1201,1225
178,1226,1250
179,1251,1275
180,1276,1300
181,1301,1325
182,1326,1350
183,1351,1375
184,1376,1400
185,1401,1425
186,1426,1450
187,1451,1475
188,1476,1500
189,1501,1525
190,1526,1550
191,1551,1575
192,1576,1600
193,1601,1625
194,1626,1650
195,1651,1675
196,1676,1700
197,1701,1725
198,1726,1750
199,1751,1775
200,1776,1800
201,1801,1825
202,1826,1850
203,1851,1875
204,1876,1900
205,1901,1925
206,1926,1950
207,1951,1975
208,1976,2000
209,2001,2025
210,2026,2050
211,2051,2075
212,2076,2100
213,2101,2125
214,2126,2150
215,2151,2175
216,2176,2200
217,2201,2225
218,2226,2250
219,2251,2275
220,2276,2300
221,2301,2325
222,2326,2350
223,2351,2375
224,2376,2400
225,2401,2425
226,2426,2450
227,2451,2475
228,2476,2500
229,2501,2550
230,2551,2600
231,2601,2650
232,2651,2700
233,2701,2750
234,2751,2800
235,2801,2850
236,2851,2900
237,2901,2950
238,2951,3000
239,3001,3050
240,3051,3100
241,3101,3150
242,3151,3200
243,3201,3250
244,3251,3300
245,3301,3350
246,3351,3400
247,3401,3450
248,3451,3500
249,3501,3600
250,3601,3700
251,3701,3800
252,3801,3900
253,3901,4000
254,4001,4100
255,4101,4200
256,4201,4300
257,4301,4400
258,4401,4500
259,4501,4600
260,4601,4700
261,4701,4800
262,4801,4900
263,4901,5000
264,5001,5100
265,5101,5200
266,5201,5300
267,5301,5400
268,5401,5500
269,5501,5600
270,5601,5700
271,5701,5800
272,5801,5900
273,5901,6000
274,6001,6100
275,6101,6200
276,6201,6300
277,6301,6400
278,6401,6500
279,6501,6600
280,6601,6700
281,6701,6800
282,6801,6900
283,6901,7000
284,7001,7100
285,7101,7200
286,7201,7300
287,7301,7400
288,7401,7500
289,7501,7600
290,7601,7700
291,7701,7800
292,7801,7900
293,7901,8000
294,8001,8100
295,8101,8200
296,8201,8300
297,8301,8400
298,8401,8500
299,8501,8600
300,8601,8700
301,8701,8800
302,8801,8900
303,8901,9000
304,9001,9100
305,9101,9200
306,9201,9300
307,9301,9400
308,9401,9500
309,9501,9600
310,9601,9700
311,9701,9800
312,9801,9900
313,9901,10000
314,10001,10100
315,10101,10200
316,10201,10300
317,10301,10400
318,10401,10500
319,10501,10600
320,10601,10700
321,10701,10800
322,10801,10900
323,10901,11000
324,11001,11100
325,11101,11200
326,11201,11300
327,11301,11400
328,11401,11500
329,11501,11600
330,11601,11700
331,11701,11800
332,11801,11900
333,11901,12000
334,12001,12100
335,12101,12200
336,12201,12300
337,12301,12400
338,12401,12500
339,12501,12600
340,12601,12700
341,12701,12800
342,12801,12900
343,12901,13000
344,13001,13100
345,13101,13200
346,13201,13300
347,13301,13400
348,13401,13500
