Sno,Starting Leaf,Ending Leaf
1,351,375
2,376,400
3,401,425
4,426,450
5,451,475
6,476,500
7,501,525
8,526,550
9,551,575
10,576,600
11,601,625
12,626,650
13,651,675
14,676,700
15,701,725
16,726,750
17,751,775
18,776,800
19,801,825
20,826,850
21,851,875
22,876,900
23,901,925
24,926,950
25,951,975
26,976,1000
27,1001,1025
28,1026,1050
29,1051,1075
30,1076,1100
31,1101,1125
32,1126,1150
33,1151,1175
34,1176,1200
35,1201,1225
36,1226,1250
37,1251,1275
38,1276,1300
39,1301,1325
40,1326,1350
41,1351,1375
42,1376,1400
43,1401,1425
44,1426,1450
45,1451,1475
46,1476,1500
47,1501,1525
48,1526,1550
49,1551,1575
50,1576,1600
51,1601,1625
52,1626,1650
53,1651,1675
54,1676,1700
55,1701,1725
56,1726,1750
57,1751,1775
58,1776,1800
59,1801,1825
60,1826,1850
61,1851,1875
62,1876,1900
63,1901,1925
64,1926,1950
65,1951,1975
66,1976,2000
67,2001,2025
68,2026,2050
69,2051,2075
70,2076,2100
71,2101,2125
72,2126,2150
73,2151,2175
74,2176,2200
75,2201,2225
76,2226,2250
77,2251,2275
78,2276,2300
79,2301,2325
80,2326,2350
81,2351,2375
82,2376,2400
83,2401,2425
84,2426,2450
85,2451,2475
86,2476,2500
87,2501,2525
88,2526,2550
89,2551,2575
90,2576,2600
91,2601,2625
92,2626,2650
93,2651,2675
94,2676,2700
95,2701,2725
96,2726,2750
97,2751,2775
98,2776,2800
99,2801,2825
100,2826,2850
101,2851,2875
102,2876,2900
103,2901,2925
104,2926,2950
105,2951,2975
106,2976,3000
107,3001,3025
108,3026,3050
109,3051,3075
110,3076,3100
111,3101,3125
112,3126,3150
113,3151,3175
114,3176,3200
115,3201,3225
116,3226,3250
117,3251,3275
118,3276,3300
119,3301,3325
120,3326,3350
121,3351,3375
122,3376,3400
123,3401,3425
124,3426,3450
125,3451,3475
126,3476,3500
127,3501,3525
128,3526,3550
129,3551,3575
130,3576,3600
131,3601,3625
132,3626,3650
133,3651,3675
134,3676,3700
135,3701,3725
136,3726,3750
137,3751,3800
138,3801,3850
139,3851,3900
140,3901,3950
141,3951,4000
142,4001,4050
143,4051,4100
144,4101,4150
145,4151,4200
146,4201,4250
147,4251,4300
148,4301,4350
149,4351,4400
150,4401,4450
151,4451,4500
152,4501,4550
153,4551,4600
154,4601,4650
155,4651,4700
156,4701,4750
157,4751,4800
158,4801,4850
159,4851,4900
160,4901,4950
161,4951,5000
162,5001,5050
163,5051,5100
164,5101,5150
165,5151,5200
166,5201,5250
167,5251,5300
168,5301,5350
169,5351,5400
170,5401,5450
171,5451,5500
172,5501,5550
173,5551,5600
174,5601,5650
175,5651,5700
176,5701,5750
177,5751,5800
178,5801,5850
179,5851,5900
180,5901,5950
181,5951,6000
182,6001,6050
183,6051,6100
184,6101,6150
185,6151,6200
186,6201,6250
