Sno,Starting Leaf,Ending Leaf
07CTC01,20601,20700
07CTC02,20701,20800
07CTC03,20801,20900
07CTC04,20901,21000
07CTC05,21001,21100
07CTC06,21101,21200
07CTC07,21201,21300
07CTC08,21301,21400
07CTC09,21401,21500
07CTC10,21501,21600
07CTC11,21601,21700
07CTC12,21701,21800
07CTC13,21801,21900
07CTC14,21901,22000
07CTC15,22001,22100
07CTC16,22101,22200
07CTC17,22201,22300
07CTC18,22301,22400
07CTC19,22401,22500
07CTC20,22501,22600
07CTC21,22601,22700
07CTC22,22701,22800
07CTC23,22801,22900
07CTC24,22901,23000
07CTC25,23001,23100
07CTC26,23101,23200
07CTC27,23201,23300
07CTC28,23301,23400
07CTC29,23401,23500
07CTC30,23501,23600
07CTC31,23601,23700
07CTC32,23701,23800
07CTC33,23801,23900
07CTC34,23901,24000
07CTC35,24001,24100
07CTC36,24101,24200
07CTC37,24201,24300
07CTC38,24301,24400
07CTC39,24401,24500
07CTC40,24501,24600
07CTC41,24601,24700
07CTC42,24701,24800
07CTC43,24801,24900
07CTC44,24901,25000
07CTC45,25001,25100
07CTC46,25101,25200
07CTC47,25201,25300
07CTC48,25301,25400
07CTC49,25401,25500
07CTC50,25501,25600
07CTC51,25601,25700
07CTC52,25701,25800
07CTC53,25801,25900
07CTC54,25901,26000
07CTC55,26001,26100
07CTC56,26101,26200
07CTC57,26201,26300
07CTC58,26301,26400
07CTC59,26401,26500
07CTC60,26501,26600
07CTC61,26601,26700
07CTC62,26701,26800
07CTC63,26801,26900
07CTC64,26901,27000
07CTC65,27001,27100
07CTC66,27101,27200
07CTC67,27201,27300
07CTC68,27301,27400
07CTC69,27401,27500
07CTC70,27501,27600
07CTC71,27601,27700
07CTC72,27701,27800
07CTC73,27801,27900
07CTC74,27901,28000
07CTC75,28001,28100
07CTC76,28101,28200
07CTC77,28201,28300
07CTC78,28301,28400
07CTC79,28401,28500
07CTC80,28501,28600
07CTC81,28601,28700
07CTC82,28701,28800
07CTC83,28801,28900
07CTC84,28901,29000
07CTC85,29001,29100
07CTC86,29101,29200
07CTC87,29201,29300
07CTC88,29301,29400
07CTC89,29401,29500
07CTC90,29501,29600
07CTC91,29601,29700
07CTC92,29701,29800
07CTC93,29801,29900
07CTC94,29901,30000
07CTC95,30001,30100
07CTC96,30101,30200
07CTC97,30201,30300
07CTC98,30301,30400
07CTC99,30401,30500
07CTC100,30501,30600
07CTC101,30601,30700
07CTC102,30701,30800
07CTC103,30801,30900
07CTC104,30901,31000
07CTC105,31001,31100
07CTC106,31101,31200
07CTC107,31201,31300
07CTC108,31301,31400
07CTC109,31401,31500
07CTC110,31501,31600
07CTC111,31601,31700
07CTC112,31701,31800
07CTC113,31801,31900
07CTC114,31901,32000
07CTC115,32001,32100
07CTC116,32101,32200
07CTC117,32201,32300
07CTC118,32301,32400
07CTC119,32401,32500
07CTC120,32501,32600
07CTC121,32601,32700
07CTC122,32701,32800
07CTC123,32801,32900
07CTC124,32901,33000
07CTC125,33001,33100
07CTC126,33101,33200
07CTC127,33201,33300
07CTC128,33301,33400
07CTC129,33401,33500
07CTC130,33501,33600
07CTC131,33601,33700
07CTC132,33701,33800
07CTC133,33801,33900
07CTC134,33901,34000
07CTC135,34001,34100
07CTC136,34101,34200
07CTC137,34201,34300
07CTC138,34301,34400
07CTC139,34401,34500
07CTC140,34501,34600
07CTC141,34601,34700
07CTC142,34701,34800
07CTC143,34801,34900
07CTC144,34901,35000
07CTC145,35001,35100
07CTC146,35101,35200
07CTC147,35201,35300
07CTC148,35301,35400
07CTC149,35401,35500
07CTC150,35501,35600
07CTC151,35601,35700
07CTC152,35701,35800
07CTC153,35801,35900
07CTC154,35901,36000
07CTC155,36001,36100
07CTC156,36101,36200
07CTC157,36201,36300
07CTC158,36301,36400
07CTC159,36401,36500
07CTC160,36501,36600
07CTC161,36601,36700
07CTC162,36701,36800
07CTC163,36801,36900
07CTC164,36901,37000
07CTC165,37001,37100
07CTC166,37101,37200
07CTC167,37201,37300
07CTC168,37301,37400
07CTC169,37401,37500
07CTC170,37501,37600
07CTC171,37601,37700
07CTC172,37701,37800
07CTC173,37801,37900
07CTC174,37901,38000
07CTC175,38001,38100
07CTC176,38101,38200
07CTC177,38201,38300
07CTC178,38301,38400
07CTC179,38401,38500
07CTC180,38501,38600
07CTC181,38601,38700
07CTC182,38701,38800
07CTC183,38801,38900
07CTC184,38901,39000
07CTC185,39001,39100
07CTC186,39101,39200
07CTC187,39201,39300
07CTC188,39301,39400
07CTC189,39401,39500
07CTC190,39501,39600
07CTC191,39601,39700
07CTC192,39701,39800
07CTC193,39801,39900
07CTC194,39901,40000
07CTC195,40001,40100
07CTC196,40101,40200
07CTC197,40201,40300
07CTC198,40301,40400
07CTC199,40401,40500
07CTC200,40501,40600
07CTC201,40601,40700
07CTC202,40701,40800
07CTC203,40801,40900
07CTC204,40901,41000
07CTC205,41001,41100
07CTC206,41101,41200
07CTC207,41201,41300
07CTC208,41301,41400
07CTC209,41401,41500
07CTC210,41501,41600
07CTC211,41601,41700
07CTC212,41701,41800
07CTC213,41801,41900
07CTC214,41901,42000
07CTC215,42001,42100
07CTC216,42101,42200
07CTC217,42201,42300
07CTC218,42301,42400
07CTC219,42401,42500
07CTC220,42501,42600
07CTC221,42601,42700
07CTC222,42701,42800
07CTC223,42801,42900
07CTC224,42901,43000
07CTC225,43001,43100
07CTC226,43101,43200
07CTC227,43201,43300
07CTC228,43301,43400
07CTC229,43401,43500
07CTC230,43501,43600
07CTC231,43601,43700
07CTC232,43701,43800
07CTC233,43801,43900
07CTC234,43901,44000
07CTC235,44001,44100
07CTC236,44101,44200
07CTC237,44201,44300
07CTC238,44301,44400
07CTC239,44401,44500
07CTC240,44501,44600
07CTC241,44601,44700
07CTC242,44701,44800
07CTC243,44801,44900
07CTC244,44901,45000
07CTC245,45001,45100
07CTC246,45101,45200
07CTC247,45201,45300
07CTC248,45301,45400
07CTC249,45401,45500
07CTC250,45501,45600
07CTC251,45601,45700
07CTC252,45701,45800
07CTC253,45801,45900
07CTC254,45901,46000
07CTC255,46001,46100
07CTC256,46101,46200
07CTC257,46201,46300
07CTC258,46301,46400
07CTC259,46401,46500
