Sno,Starting Leaf,Ending Leaf
AP/0203/A02,3751,3775
AP/0203/A03,3776,3800
AP/0203/A04,3801,3825
AP/0203/A05,3826,3850
AP/0203/A06,3851,3875
AP/0203/A07,3876,3900
AP/0203/A08,3901,3925
AP/0203/A09,3926,3950
AP/0203/A10,3951,3975
AP/0203/A11,3976,4000
AP/0203/A12,4001,4025
AP/0203/A13,4026,4050
AP/0203/A14,4051,4075
AP/0203/A15,4076,4100
AP/0203/A16,4101,4125
AP/0203/A17,4126,4150
AP/0203/A18,4151,4175
AP/0203/A19,4176,4200
AP/0203/A20,4201,4225
AP/0203/A21,4226,4250
AP/0203/A22,4251,4275
AP/0203/A23,4276,4300
AP/0203/A24,4301,4325
AP/0203/A25,4326,4350
AP/0203/A26,4351,4375
AP/0203/A27,4376,4400
AP/0203/A28,4401,4425
AP/0203/A29,4426,4450
AP/0203/A30,4451,4475
AP/0203/A31,4476,4500
AP/0203/A32,4501,4525
AP/0203/A33,4526,4550
AP/0203/A34,4551,4575
AP/0203/A35,4576,4600
AP/0203/A36,4601,4625
AP/0203/A37,4626,4650
AP/0203/A38,4651,4675
AP/0203/A39,4676,4700
AP/0203/A40,4701,4725
AP/0203/A41,4726,4750
AP/0203/A42,4751,4775
AP/0203/A43,4776,4800
AP/0203/A44,4801,4825
AP/0203/A45,4826,4850
AP/0203/A46,4851,4875
AP/0203/A47,4876,4900
AP/0203/A48,4901,4925
AP/0203/A49,4926,4950
AP/0203/A50,4951,4975
AP/0203/A51,4976,5000
