Sno,Starting Leaf,Ending Leaf
1,4701,4725
2,4726,4750
3,4751,4775
4,4776,4800
5,4801,4825
6,4826,4850
7,4851,4875
8,4876,4900
9,4901,4925
10,4926,4950
11,4951,4975
12,4976,5000
13,5001,5025
14,5026,5050
15,5051,5075
16,5076,5100
17,5101,5125
18,5126,5150
19,5151,5175
20,5176,5200
21,5201,5225
22,5226,5250
23,5251,5275
24,5276,5300
25,5301,5325
26,5326,5350
27,5351,5375
28,5376,5400
29,5401,5425
30,5426,5450
31,5451,5475
32,5476,5500
33,5501,5525
34,5526,5550
35,5551,5575
36,5576,5600
37,5601,5625
38,5626,5650
39,5651,5675
40,5676,5700
41,5701,5725
42,5726,5750
43,5751,5775
44,5776,5800
45,5801,5825
46,5826,5850
47,5851,5875
48,5876,5900
49,5901,5925
50,5926,5950
51,5951,5975
52,5976,6000
53,6001,6025
54,6026,6050
55,6051,6075
56,6076,6100
57,6101,6125
58,6126,6150
59,6151,6175
60,6176,6200
61,6201,6225
62,6226,6250
63,6251,6275
64,6276,6300
65,6301,6325
66,6326,6350
67,6351,6375
68,6376,6400
69,6401,6425
70,6426,6450
71,6451,6475
72,6476,6500
73,6501,6525
74,6526,6550
75,6551,6575
76,6576,6600
77,6601,6625
78,6626,6650
79,6651,6675
80,6676,6700
81,6701,6725
82,6726,6750
83,6751,6775
84,6776,6800
85,6801,6825
86,6826,6850
87,6851,6875
88,6876,6900
89,6901,6925
90,6926,6950
91,6951,6975
92,6976,7000
93,7001,7025
94,7026,7050
95,7051,7075
96,7076,7100
97,7101,7125
98,7126,7150
99,7151,7175
100,7176,7200
101,7201,7225
102,7226,7250
