Sno,Starting Leaf,Ending Leaf
CTC1,12501,12600
CTC2,12601,12700
CTC3,12701,12800
CTC4,12801,12900
CTC5,12901,13000
CTC6,13001,13100
CTC7,13101,13200
CTC8,13201,13300
CTC9,13301,13400
CTC10,13401,13500
CTC11,13501,13600
CTC12,13601,13700
CTC13,13701,13800
CTC14,13801,13900
CTC15,13901,14000
CTC16,14001,14100
CTC17,14101,14200
CTC18,14201,14300
CTC19,14301,14400
CTC20,14401,14500
CTC21,14501,14600
CTC22,14601,14700
CTC23,14701,14800
CTC24,14801,14900
CTC25,14901,15000
CTC26,15001,15100
CTC27,15101,15200
CTC28,15201,15300
CTC29,15301,15400
CTC30,15401,15500
CTC31,15501,15600
CTC32,15601,15700
CTC33,15701,15800
CTC34,15801,15900
CTC35,15901,16000
CTC36,16001,16100
CTC37,16101,16200
CTC38,16201,16300
CTC39,16301,16400
CTC40,16401,16500
CTC41,16501,16600
CTC42,16601,16700
CTC43,16701,16800
CTC44,16801,16900
CTC45,16901,17000
CTC46,17001,17100
CTC47,17101,17200
CTC48,17201,17300
CTC49,17301,17400
CTC50,17401,17500
