Sno,Starting Leaf,Ending Leaf
AP/0203/01,5601,5650
AP/0203/02,5651,5700
AP/0203/03,5701,5750
AP/0203/04,5751,5800
AP/0203/05,5801,5850
AP/0203/06,5851,5900
AP/0203/07,5901,5950
AP/0203/08,5951,6000
AP/0203/09,6001,6050
AP/0203/10,6051,6100
AP/0203/11,6101,6150
AP/0203/12,6151,6200
AP/0203/13,6201,6250
AP/0203/14,6251,6300
AP/0203/15,6301,6350
AP/0203/16,6351,6400
AP/0203/17,6401,6450
AP/0203/18,6451,6500
AP/0203/19,6501,6550
AP/0203/20,6551,6600
AP/0203/21,6601,6650
AP/0203/22,6651,6700
AP/0203/23,6701,6750
AP/0203/24,6751,6800
AP/0203/25,6801,6850
AP/0203/26,6851,6900
AP/0203/27,6901,6950
AP/0203/28,6951,7000
AP/0203/29,7001,7050
AP/0203/30,7051,7100
AP/0203/31,7101,7150
AP/0203/32,7151,7200
AP/0203/33,7201,7250
AP/0203/34,7251,7300
AP/0203/35,7301,7350
AP/0203/36,7351,7400
AP/0203/37,7401,7450
AP/0203/38,7451,7500
AP/0203/39,7501,7550
AP/0203/40,7551,7600
AP/0203/41,7601,7650
AP/0203/42,7651,7700
AP/0203/43,7701,7750
AP/0203/44,7751,7800
AP/0203/45,7801,7850
AP/0203/46,7851,7900
AP/0203/47,7901,7950
AP/0203/48,7951,8000
AP/0203/49,8001,8050
AP/0203/50,8051,8100
AP/0203/51,8101,8150
AP/0203/52,8151,8200
AP/0203/53,8201,8250
AP/0203/54,8251,8300
AP/0203/55,8301,8350
AP/0203/56,8351,8400
AP/0203/57,8401,8450
AP/0203/58,8451,8500
AP/0203/59,8501,8550
AP/0203/60,8551,8600
AP/0203/61,8601,8650
AP/0203/62,8651,8700
AP/0203/63,8701,8750
AP/0203/64,8751,8800
AP/0203/65,8801,8850
AP/0203/66,8851,8900
AP/0203/67,8901,8950
AP/0203/68,8951,9000
AP/0203/69,9001,9050
AP/0203/70,9051,9100
AP/0203/71,9101,9150
AP/0203/72,9151,9200
AP/0203/73,9201,9250
AP/0203/74,9251,9300
AP/0203/75,9301,9350
AP/0203/76,9351,9400
AP/0203/77,9401,9450
AP/0203/78,9451,9500
AP/0203/79,9501,9550
AP/0203/80,9551,9600
AP/0203/81,9601,9650
AP/0203/82,9651,9700
AP/0203/83,9701,9750
AP/0203/84,9751,9800
AP/0203/85,9801,9850
AP/0203/86,9851,9900
AP/0203/87,9901,9950
AP/0203/88,9951,10000
